"locationID","location_name","locLat","locLon","country"
l610,"Upper Stenton, Fife",56.186,-3.178,GB
l6100,"Great Malvern, Worcs.",52.112,-2.326,GB
l6101,"Great Malvern, Worcestershire",52.112,-2.326,GB
l6102,Great Malvern,52.112,-2.326,GB
l6103,Great Lever,53.562,-2.428,GB
l6104,"Great Ilford, Essex",51.557,0.076,GB
l6105,"Great House Lunatic Asylum, Leyton",51.562,-0.013,GB
l6106,"Great Horden, Goudhurst, Kent",51.113,0.458,GB
l6107,"Great Hadham, Herts.",51.856,0.072,GB
l6108,"Great Hadham, Hertforshire",51.856,0.072,GB
l6109,"Great Grimsby, Lincolnshire",53.567,-0.081,GB
l611,"Upper Shader, Barvas, Lewis",58.358,-6.513,GB
l6110,"Great Gaddesdon, Hertfordshire",51.79,-0.508,GB
l6111,"Great Easton, Leicester",52.527,-0.75,GB
l6112,"Great Dunmow, Essex",51.873,0.358,GB
l6113,Great Crosby,53.492,-3.025,GB
l6114,"Great Broughton, Westmoreland",54.451,-1.155,GB
l6115,Great Britain,53.719,-2.073,GB
l6116,Great Bowden,52.492,-0.903,GB
l6117,Great Bookham,51.278,-0.373,GB
l6118,"Great Barford, Bedfordshire",52.158,-0.353,GB
l6119,Gray’s Inn,51.518,-0.112,GB
l612,"Upper School, Royal Hospital, Greenwich",51.973,1.151,GB
l6120,Gray's Inn,51.518,-0.112,GB
l6121,"Gravesend, Kent",51.442,0.371,GB
l6122,Gravesend,51.442,0.371,GB
l6123,"Grassendale, Liverpool",53.358,-2.917,GB
l6124,"Grasse, France",43.66,6.926,FR
l6125,Grantully,56.658,-3.768,GB
l6126,Grantown on Spey,57.33,-3.61,GB
l6127,Grantown,57.33,-3.61,GB
l6128,Granton Harbour,55.983,-3.233,GB
l6129,Granton,55.983,-3.233,GB
l613,"Upper School [Dorward's Seminary, Montrose]",56.707,-2.466,GB
l6130,"Grantham, Lincolnshire",52.913,-0.644,GB
l6131,Grantham,52.913,-0.644,GB
l6132,"Grant Medical College, Bombay",18.963,72.834,IN
l6133,"Grant Government Medical College, Mumbai, India",18.963,72.834,IN
l6134,"Grangemouth, Dundas Mar",56.017,-3.726,GB
l6135,Grangemouth,56.01,-3.723,GB
l6136,"Grange, Banffshire",57.548,-2.827,GB
l6137,Grange of Conon,56.592,-2.683,GB
l6138,Grange Melton,52.765,-0.924,GB
l6139,Grange,55.335,-3.445,GB
l614,"Upper Norwood, Surrey",51.418,-0.085,GB
l6140,Grand Cayman Island,19.322,-81.241,KY
l6141,Grand Cayman,19.322,-81.241,KY
l6142,"Granada, West Indies",12.117,-61.679,GD
l6143,"grammar school, Wigtown",55.072,-3.611,GB
l6144,"Grammar School, Thornhill, Kincardine in Menteith",56.165,-4.065,GB
l6145,"Grammar School, St Andrews, New Brunswick",45.078,-67.05,CA
l6146,"Grammar School, Quincy",39.931,-91.362,US
l6147,"Grammar School, Montrose",56.709,-2.463,GB
l6148,"Grammar School, Kelso",46.144,-122.892,US
l6149,"Grammar School, Jedburgh",55.481,-2.554,GB
l615,Upper Norwood,51.418,-0.085,GB
l6150,"Grammar School, Girvan",55.239,-4.845,GB
l6151,"Grammar School, Galway",53.276,-9.042,IE
l6152,"Grammar School, Dunkeld",56.562,-3.583,GB
l6153,"Grammar School, Cupar",56.317,-3.029,GB
l6154,"Grammar School, Bristol",51.458,-2.606,GB
l6155,"Grammar School, Brechin",56.736,-2.672,GB
l6156,"Grammar School, Aberdeen",57.147,-2.115,GB
l6157,Grammar School of Montreal,45.553,-73.669,CA
l6158,Grammar School of Dunkeld,56.562,-3.583,GB
l6159,grammar school Kirkcudbright,54.835,-4.057,GB
l616,Upper Magus,56.322,-2.895,GB
l6160,"Graitney, Dumfriesshire",54.993,-3.066,GB
l6161,Graitney,54.993,-3.066,GB
l6162,Grahamstown,-33.311,26.526,ZA
l6163,"Graham’s Road, Falkirk",56.006,-3.784,GB
l6164,"Grafton, New South Wales",-29.682,152.934,AU
l6165,Graemsay,58.928,-3.29,GB
l6166,"Graaf Reinet, South Africa",-32.255,24.548,ZA
l6167,Gowrie,55.852,-4.281,GB
l6168,"Government Training College for Teachers, Colombo",6.932,79.859,LK
l6169,"Government Training Centre, Birmingham",52.482,-1.892,GB
l617,Upper Largo,56.22,-2.929,GB
l6170,Government emigration service,53.347,-6.256,IE
l6171,Government Emigration Service,53.347,-6.256,IE
l6172,"Government College, Ajmere, India",26.448,74.639,IN
l6173,"Govan, St Kiaran’s",55.862,-4.313,GB
l6174,"Govan, St Bride’s",55.836,-4.266,GB
l6175,"Govan, Glasgow",55.862,-4.313,GB
l6176,Govan,55.862,-4.313,GB
l6177,Gourock,55.959,-4.817,GB
l6178,Gould Hostel for Oriental Students,50.823,-0.154,GB
l6179,"Goulburn, New South Wales",-34.748,149.728,AU
l618,"Upper Laighwood, Clunie",56.595,-3.509,GB
l6180,Goulburn  N.S.W.,-34.748,149.728,AU
l6181,Göttingen University,51.558,9.947,DE
l6182,Göttingen,51.541,9.916,DE
l6183,Gottingen,51.541,9.916,DE
l6184,Gottenburg,57.709,11.975,SE
l6185,Gothenburgh,57.709,11.975,SE
l6186,Gothenburg,57.709,11.975,SE
l6187,"Gotch Robinson Theological College, Tsinanfu",54.577,-5.937,GB
l6188,Gosport hospital,50.793,-1.147,GB
l6189,Gosport Academy,50.797,-1.162,GB
l619,"Upper Kirkgate, Aberdeen",57.149,-2.098,GB
l6190,Gosport,50.795,-1.118,GB
l6191,"Gosperton, UK",52.871,-0.161,GB
l6192,"Gosberton, Spalding",52.871,-0.161,GB
l6193,Gosberton,52.871,-0.161,GB
l6194,"Gortmore, Mallow, County Cork",52.122,-8.82,IE
l6195,"Gortmore, Mallow, Co. Cork",52.122,-8.82,IE
l6196,Gorgie,55.936,-3.241,GB
l6197,"Gorey, County Wexford",52.676,-6.294,IE
l6198,"Gorey, Co. Wexford",52.676,-6.294,IE
l6199,Gorebridge,55.837,-3.046,GB
l62,"Wymondham, Norfolk",52.569,1.115,GB
l620,Upper Gower Street,51.527,-0.137,GB
l6200,Gordonshall,51.487,-3.171,GB
l6201,"Gordon’s College, Aberdeen",57.149,-2.102,GB
l6202,"Gorbals, Glasgow",55.848,-4.248,GB
l6203,Gorbals,55.848,-4.248,GB
l6204,Goole,53.703,-0.876,GB
l6205,Golspie,57.973,-3.976,GB
l6206,"Golcar, Huddersfield",53.638,-1.846,GB
l6207,Goderich,43.743,-81.714,CA
l6208,Godalming,51.186,-0.613,GB
l6209,Gloucestershire County Asylum,51.864,-2.238,GB
l621,Upper Gower St.,51.527,-0.137,GB
l6210,Gloucestershire,51.864,-2.238,GB
l6211,Gloucester Infirmary,51.866,-2.233,GB
l6212,Gloucester,51.864,-2.238,GB
l6213,Glossop,53.443,-1.949,GB
l6214,"Glenton Dyke, Alnwick",55.413,-1.706,GB
l6215,Glentaner,57.017,-2.9,GB
l6216,"Glenshee, UK",56.887,-3.415,GB
l6217,Glenshee,56.887,-3.415,GB
l6218,Glens,55.185,-3.911,GB
l6219,Glenriddell,55.141,-3.779,GB
l622,Upper Canada College,43.693,-79.404,CA
l6220,Glenprosen,56.767,-3.089,GB
l6221,Glenorchy,-44.851,168.388,NZ
l6222,Glenmuick,57.04,-3.045,GB
l6223,Glenmoriston,57.184,-4.804,GB
l6224,Glenlyon,56.601,-4.073,GB
l6225,Glenluce,54.88,-4.809,GB
l6226,Glenlochay,56.483,-4.433,GB
l6227,Glenlivet,57.343,-3.339,GB
l6228,"Glenlee, Cheltenham College",51.899,-2.09,GB
l6229,Glenisla,56.731,-3.284,GB
l623,Upper Canada,56.13,-106.347,CA
l6230,Glengarry,56.241,-4.204,GB
l6231,Glengairn,57.067,-3.117,GB
l6232,Glenfarg,56.281,-3.404,GB
l6233,Glenelg,57.214,-5.62,GB
l6234,Glendown,53.304,-6.317,IE
l6235,"Glendower Street, Monmouth",51.811,-2.714,GB
l6236,Glendoick,56.393,-3.281,GB
l6237,Glendoen,41.916,-78.723,US
l6238,Glendevon,56.222,-3.628,GB
l6239,Glencross,53.649,-1.792,GB
l624,"Upper Brook Street, London",51.511,-0.155,GB
l6240,"Glencraig, Fife",56.142,-3.318,GB
l6241,Glencoe,56.683,-5.102,GB
l6242,Glencarse,56.38,-3.301,GB
l6243,Glencairn,55.944,-4.574,GB
l6244,Glenburnie,56.421,-5.482,GB
l6245,"Glenburn House, Rothesay",55.841,-5.043,GB
l6246,Glenbervie,56.038,-3.846,GB
l6247,Glenaray,56.267,-5.1,GB
l6248,Glen Line Shipping Co.,56.843,-5.139,GB
l6249,"Gleghornie, North Berwick",56.058,-2.72,GB
l625,"Upper Brook St., London",51.511,-0.155,GB
l6250,"Glebelands School, Dundee",56.468,-2.953,GB
l6251,Glebe,56.001,-3.786,GB
l6252,Glastonbury,51.146,-2.715,GB
l6253,Glasserton,54.719,-4.455,GB
l6254,Glassary,56.088,-5.444,GB
l6255,"Glasgow, Young Street",55.913,-4.406,GB
l6256,"Glasgow, Tron",55.857,-4.245,GB
l6257,"Glasgow, St Vincent",55.863,-4.266,GB
l6258,"Glasgow, St Mungo’s",55.865,-4.238,GB
l6259,"Glasgow, St Johns",55.886,-4.307,GB
l626,"Upper Ballinlaggan, Kenmore",56.57,-4.026,GB
l6260,"Glasgow, St Bernard’s",55.814,-4.363,GB
l6261,"Glasgow, St Andrews",55.855,-4.253,GB
l6262,"Glasgow, Shettleston",55.851,-4.161,GB
l6263,"Glasgow, Queen’s Park",55.83,-4.269,GB
l6264,"Glasgow, Park",55.827,-4.315,GB
l6265,"Glasgow, Oatlands",55.841,-4.252,GB
l6266,"Glasgow, Main St.",55.845,-4.227,GB
l6267,"Glasgow, Lyon Street",55.861,-4.258,GB
l6268,"Glasgow, Grant Street",55.87,-4.271,GB
l6269,"Glasgow, Canon St.",55.865,-4.274,GB
l627,"Upholland, Wigan",53.542,-2.731,GB
l6270,"Glasgow, Brown Street",55.858,-4.265,GB
l6271,"Glasgow, Bluevale",55.857,-4.215,GB
l6272,Glasgow West,55.866,-4.281,GB
l6273,Glasgow University Union,55.873,-4.285,GB
l6274,Glasgow University Divinity Hall,55.872,-4.288,GB
l6275,Glasgow University,55.872,-4.288,GB
l6276,Glasgow university,55.872,-4.288,GB
l6277,Glasgow Universities,55.872,-4.288,GB
l6278,Glasgow United Presbyterian presbytery,55.862,-4.266,GB
l6279,Glasgow U.P.  presbytery,55.865,-4.268,GB
l628,Uphall,55.93,-3.507,GB
l6280,Glasgow Townhead,55.866,-4.231,GB
l6281,Glasgow Theological Hall,55.864,-4.252,GB
l6282,Glasgow Technical College,55.852,-4.249,GB
l6283,Glasgow St Stephens,55.872,-4.236,GB
l6284,Glasgow St Stephen’s,55.872,-4.236,GB
l6285,Glasgow St Marks,55.811,-4.212,GB
l6286,Glasgow St Johns,55.886,-4.307,GB
l6287,Glasgow St John’s,55.886,-4.307,GB
l6288,Glasgow St George’s,55.862,-4.254,GB
l6289,Glasgow St Enoch’s,55.857,-4.253,GB
l629,Unst,60.742,-0.905,GB
l6290,Glasgow St David’s,55.891,-4.355,GB
l6291,Glasgow St Columba’s,55.876,-4.267,GB
l6292,Glasgow Society of the sons of ministers,55.864,-4.252,GB
l6293,Glasgow Secession presbytery,55.864,-4.255,GB
l6294,Glasgow School of Art,55.866,-4.264,GB
l6295,Glasgow Royal Infirmary Technical College,55.862,-4.263,GB
l6296,Glasgow Royal Infirmary,55.863,-4.236,GB
l6297,Glasgow Queen’s Park,55.83,-4.269,GB
l6298,Glasgow presbytery,55.865,-4.268,GB
l6299,Glasgow Normal Seminary,55.864,-4.252,GB
l63,Wyke House private asylum,51.898,-1.714,GB
l630,"University, London",51.523,-0.131,GB
l6300,Glasgow Medical Mission,55.864,-4.252,GB
l6301,Glasgow Medical Journal,55.871,-4.288,GB
l6302,Glasgow Mechanics Institution,55.862,-4.256,GB
l6303,Glasgow lying in hospital,55.866,-4.232,GB
l6304,Glasgow Infirmary,55.863,-4.236,GB
l6305,Glasgow High School,55.887,-4.327,GB
l6306,Glasgow Grammar School,55.836,-4.284,GB
l6307,Glasgow Gillespie,55.864,-4.261,GB
l6308,Glasgow Free Church College,55.828,-4.211,GB
l6309,Glasgow Evening News,55.877,-4.23,GB
l631,"University School, Southport",53.648,-2.999,GB
l6310,Glasgow Daily Bulletin,55.87,-4.252,GB
l6311,"Glasgow Corporation, Southside Gasworks",55.87,-4.206,GB
l6312,Glasgow Congregational Theological Hall,55.89,-4.358,GB
l6313,Glasgow Colonial Society,55.872,-4.301,GB
l6314,Glasgow Collegiate School,55.867,-4.263,GB
l6315,Glasgow Claremont,55.849,-4.288,GB
l6316,Glasgow City hospitals,55.86,-4.251,GB
l6317,Glasgow Cathedral Street United Presbyterian Church,55.863,-4.248,GB
l6318,Glasgow Cathedral St. U.P. Church,55.863,-4.235,GB
l6319,Glasgow Bridgeton,55.846,-4.216,GB
l632,"University School, Dublin",53.308,-6.224,IE
l6320,Glasgow Blackfriars Relief Church,55.859,-4.243,GB
l6321,Glasgow Bath Street,55.864,-4.262,GB
l6322,Glasgow Barony,55.862,-4.237,GB
l6323,Glasgow Baptist church,55.834,-4.271,GB
l6324,Glasgow Augustine,55.896,-4.239,GB
l6325,Glasgow Argus,55.865,-4.259,GB
l6326,Glasgow Academy,55.876,-4.279,GB
l6327,Glasgow Abbotsford,55.912,-4.327,GB
l6328,Glasgow,55.864,-4.252,GB
l6329,Glasclune,56.056,-2.708,GB
l633,University professor,51.473,-0.037,GB
l6330,Glasbury,52.045,-3.202,GB
l6331,Glas.,51.514,-0.102,GB
l6332,"Glanton, Northumberland",55.423,-1.89,GB
l6333,Glanton,55.423,-1.89,GB
l6334,"Glanmant, Crickhowell",51.856,-3.136,GB
l6335,Glamis,56.609,-2.999,GB
l6336,"Girvan, Ayrshire",55.24,-4.854,GB
l6337,Girvan High School,55.239,-4.845,GB
l6338,Girvan,55.24,-4.854,GB
l6339,Girton College,52.228,0.084,GB
l634,University of Wales,51.485,-3.181,GB
l6340,Girthon,54.857,-4.171,GB
l6341,"Girls’ School, Southwold",52.335,1.654,GB
l6342,"Gippsland, Victoria, Australia",-37.583,147.463,AU
l6343,Gimmersmills,55.957,-2.773,GB
l6344,"Gilston House, Fife",56.247,-2.891,GB
l6345,Gilston,51.797,0.092,GB
l6346,"Gilmore Place, Edinburgh",55.941,-3.209,GB
l6347,"Gilmerton, Edinburgh",55.907,-3.134,GB
l6348,Gilmerton,55.907,-3.134,GB
l6349,"Gillingham, Kent",51.386,0.551,GB
l635,University of Utrecht,52.09,5.123,NL
l6350,Gillingham,51.386,0.551,GB
l6351,"Gillespie’s Hospital, Edinburgh",55.936,-3.202,GB
l6352,"Gillespie United Presbyterian Church, Glasgow",55.864,-4.252,GB
l6353,"Gillespie U.P.  Church, Glasgow",56.072,-3.463,GB
l6354,Gigha,55.684,-5.749,GB
l6355,Giessen University,50.58,8.677,DE
l6356,Giessen,50.584,8.678,DE
l6357,Gibralter,36.141,-5.354,GI
l6358,Gibraltar,36.141,-5.354,GI
l6359,Gibliston,56.195,-2.798,GB
l636,University of Sydney,-33.889,151.187,AU
l6360,Gerrard St. Westminster,51.512,-0.131,GB
l6361,Germany,51.166,10.452,DE
l6362,Geraldton,-28.777,114.615,AU
l6363,"Geraldine, New Zealand",-44.091,171.244,NZ
l6364,"Georgina, Ontario",44.296,-79.436,CA
l6365,Georgia,42.315,43.357,GE
l6366,"Georgetown, Tasmania",-41.106,146.827,AU
l6367,"Georgetown, Guyana",6.801,-58.155,GY
l6368,"Georgetown, Demerara",6.801,-58.155,GY
l6369,"Georgetown, Chateaugay",44.926,-74.08,CA
l637,University of St Andrews,56.342,-2.793,GB
l6370,"Georgetown, Canada",43.65,-79.904,CA
l6371,"Georgetown, British Guiana",6.801,-58.155,GY
l6372,"George Watson’s Hospital, Edinburgh",55.931,-3.218,GB
l6373,George Watson’s hospital,55.931,-3.218,GB
l6374,"George Watson’s College, Edinburgh",55.931,-3.218,GB
l6375,George Watson’s College for boys,55.931,-3.218,GB
l6376,George Watson’s College,55.931,-3.218,GB
l6377,George Watson’s [College],55.931,-3.218,GB
l6378,"George Town, Tasmania
",-41.106,146.827,AU
l6379,"George Street, Croydon",51.374,-0.096,GB
l638,University of Serampore,22.752,88.353,IN
l6380,"George Street Evangelical Union Church, Huddersfield",53.645,-1.789,GB
l6381,"George St., Oxford",51.754,-1.261,GB
l6382,"George St., Croydon",51.374,-0.096,GB
l6383,"George St. E.U. Church, Huddersfield",53.647,-1.781,GB
l6384,"George Lane, Woodley",53.42,-2.101,GB
l6385,"George Heriot’s School, Edinburgh",55.946,-3.194,GB
l6386,George Heriot’s School,55.946,-3.194,GB
l6387,George Heriot’s hospital,55.946,-3.194,GB
l6388,George Heriot’s,55.946,-3.194,GB
l6389,Geological Survey in Scotland,55.912,-3.315,GB
l639,University of Saskatchewan,52.133,-106.631,CA
l6390,Geological Survey,55.912,-3.315,GB
l6391,"Genoa, Italy",44.406,8.946,IT
l6392,Geneva University,46.199,6.145,CH
l6393,Geneva Academy,46.22,6.151,CH
l6394,Geneva,46.204,6.143,CH
l6395,"Genesee County, New York state",42.984,-78.156,US
l6396,"Genesee Co., N.Y. State",42.984,-78.156,US
l6397,General’s Office U.S.A.,55.954,-3.178,GB
l6398,"General Theological Seminary, New York",40.746,-74.004,US
l6399,"General Tax Office, Edinburgh",55.951,-3.213,GB
l64,Wye,51.182,0.938,GB
l640,University of Oxford,51.755,-1.254,GB
l6400,General Session of Perth Churches,-31.948,115.869,AU
l6401,General Register House,55.954,-3.189,GB
l6402,"General Lying - in hospital, London",51.502,-0.117,GB
l6403,"General Infirmary, Hull",53.745,-0.355,GB
l6404,"General hospital, North America",43.659,-79.388,CA
l6405,"General hospital, Birmingham",52.489,-1.932,GB
l6406,General Dispensary. London,51.507,-0.128,GB
l6407,General Board of Health at Merthyr Tydfil,51.764,-3.386,GB
l6408,General Assembly of Victoria,-37.819,144.959,AU
l6409,General Assembly of the Presbyterian Church of Victoria,-37.815,144.969,AU
l641,University of Otago,-45.865,170.514,NZ
l6410,General Assembly of the Free church,55.943,-3.984,GB
l6411,General Assembly of Australia,-33.872,151.205,AU
l6412,general Assembly,51.515,-0.072,GB
l6413,"Geelong, Australia",-38.15,144.362,AU
l6414,Geelong Grammar School,-38.07,144.399,AU
l6415,Geelong,-38.15,144.362,AU
l6416,Gee Cross,53.44,-2.068,GB
l6417,"Gedney, Lincs.",52.797,0.076,GB
l6418,"Gedney, Lincolnshire",52.797,0.076,GB
l6419,"Geddes Public School, Culross",56.055,-3.63,GB
l642,University of New Brunswick,55.96,-3.18,GB
l6420,"Gdańsk, Poland",54.352,18.647,PL
l6421,"Gayfield Place, Edinburgh",55.959,-3.184,GB
l6422,Gaya,24.791,85,IN
l6423,"Gauldry, Balmerino",56.405,-3.01,GB
l6424,Gauldry,56.405,-3.01,GB
l6425,Gatreshead Dispensary,54.964,-1.604,GB
l6426,"Gatley House, Cheshire",53.392,-2.231,GB
l6427,Gateshead,54.953,-1.603,GB
l6428,"Gateshaw, Roxburghshire",55.496,-2.349,GB
l6429,Gate Helmsby Retreat,53.989,-0.944,GB
l643,University of Melbourne,-37.796,144.961,AU
l6430,"Gask, UK",56.364,-3.616,GB
l6431,"Gask, Auchterarder",56.301,-3.7,GB
l6432,Gask,56.364,-3.616,GB
l6433,Garvock,56.073,-3.436,GB
l6434,"Garvald, UK",55.928,-2.659,GB
l6435,Garvald,55.928,-2.659,GB
l6436,Gartsherrie,55.869,-4.036,GB
l6437,Gartnavel Royal Asylum,55.882,-4.317,GB
l6438,Gartnavel Lunatic Asylum,55.882,-4.317,GB
l6439,"Gartnavel Asylum, Glasgow",55.884,-4.313,GB
l644,University of Marburg,50.811,8.774,DE
l6440,Gartmore,56.144,-4.38,GB
l6441,Garthshore,55.919,-4.454,GB
l6442,Garth,51.42,-0.75,GB
l6443,Gartcosh,55.887,-4.085,GB
l6444,"Garstang Road, Preston",53.823,-2.735,GB
l6445,Garrison of Prince Edward Island,46.511,-63.417,CA
l6446,Garmouth,57.663,-3.109,GB
l6447,Gargunnock,56.124,-4.082,GB
l6448,Garelochhead,56.082,-4.836,GB
l6449,"Gareloch, Nova Scotia",45.483,-62.833,CA
l645,University of Havana,23.137,-82.382,CU
l6450,Gareloch Free Church,57.72,-5.687,GB
l6451,"Garden Lane Secession Chapel, Sunderland",54.907,-1.384,GB
l6452,"Ganges, India",27.404,83.032,IN
l6453,Gamrie,57.672,-2.337,GB
l6454,"Gamanoque, Midland district, Canada West",44.75,-79.892,CA
l6455,Galway,53.271,-9.057,IE
l6456,"Galt, Ontario",43.362,-80.314,CA
l6457,"Galston, Ayrshire",55.602,-4.383,GB
l6458,Galston,55.602,-4.383,GB
l6459,"Galloquhan, Fordoun",56.877,-2.412,GB
l646,University of Glasgow,55.872,-4.288,GB
l6460,"Galle, Ceylon, Sri Lanka",6.054,80.221,LK
l6461,Galle,6.054,80.221,LK
l6462,Galem,37.784,29.085,TR
l6463,"Galashiels, Selkirkshire, UK",55.608,-2.784,GB
l6464,Galashiels subscription school,55.607,-2.785,GB
l6465,Galashiels South,55.624,-2.814,GB
l6466,Galashiels Academy,55.614,-2.813,GB
l6467,Galashiels,55.624,-2.814,GB
l6468,"Gairney Bridge, Kinross",56.171,-3.404,GB
l6469,"Gairloch, Nova Scotia",45.49,-62.79,CA
l647,University of Ghent,51.047,3.728,BE
l6470,Gairloch,57.728,-5.694,GB
l6471,Gainsborough,53.401,-0.774,GB
l6472,Gaich,57.353,-4.18,GB
l6473,"Gaer, Monmouthshire",51.666,-2.799,GB
l6474,"Gaer, Co. Monmouth",51.812,-2.716,GB
l6475,"Gaelic parish, Greenock",55.949,-4.767,GB
l6476,"Gaelic Church, Paisley",55.847,-4.44,GB
l6477,"Gaelic Chapel, Perth",56.395,-3.431,GB
l6478,"Gaelic Chapel, Dundee",56.462,-2.971,GB
l6479,"G Division NW Mounted Police, Canada",56.13,-106.347,CA
l648,University of Frankfurt am Main,50.127,8.668,DE
l6480,Fyzabad,10.178,-61.54,TT
l6481,Fyvie,57.43,-2.389,GB
l6482,"Fyfield, Southampton",50.91,-1.404,GB
l6483,"Fuzhou, China",26.074,119.296,CN
l6484,Fuzhou,26.074,119.296,CN
l6485,Furzedown College,51.424,-0.152,GB
l6486,Furrough Cross Church,50.481,-3.521,GB
l6487,"Funchal, Madeira",32.667,-16.924,PT
l6488,Fulham Training College,51.492,-0.231,GB
l6489,Fulbourn,52.183,0.222,GB
l649,University of France,55.922,-3.138,GB
l6490,"Fuentarabia, Spain",43.371,-1.8,ES
l6491,"Fryeburg, U.S.A.",44.016,-70.981,US
l6492,"Froncysyllite, Wrexham",52.96,-3.087,GB
l6493,"Frome, Somerset",51.231,-2.32,GB
l6494,"Frith St., Soho, London",51.514,-0.132,GB
l6495,Friston,52.187,1.528,GB
l6496,Friockheim,56.636,-2.671,GB
l6497,Frinton College,51.843,1.252,GB
l6498,"Frimley, Surrey",51.316,-0.743,GB
l6499,"Friendship, Jamaica",18.278,-77.151,JM
l65,Wycliffe,51.743,-2.279,GB
l650,University of Edinburgh,55.945,-3.189,GB
l6500,Frickly-cum-Clayton,53.569,-1.298,GB
l6501,Freuchie,56.247,-3.157,GB
l6502,"Fretherne House School, York Place, London",51.545,-0.126,GB
l6503,"Freshford, County Kilkenny",52.733,-7.397,IE
l6504,"Freshford, Co. Kilkenny",52.733,-7.397,IE
l6505,"Freshford, Bath",51.339,-2.305,GB
l6506,Freshford,51.339,-2.305,GB
l6507,"Frenchay House, Gloucestershire",51.497,-2.52,GB
l6508,"French hospital, London",51.498,-0.165,GB
l6509,Freiburg University,47.994,7.846,DE
l651,University of Copenhagen,55.68,12.572,DK
l6510,Freiburg,47.999,7.842,DE
l6511,Freemantle,-32.057,115.744,AU
l6512,"Free St Matthew’s, Glasgow",55.888,-4.258,GB
l6513,Free St David’s,53.77,-2.72,GB
l6514,"Free Presbyterian Church, Hanover",55.869,-4.275,GB
l6515,Free Lady Glenorchy’s,-44.851,168.388,NZ
l6516,Free Edinburgh St Andrews,55.952,-3.11,GB
l6517,"Free Church, Tummel Bridge",56.707,-4.02,GB
l6518,"Free Church, St John’s, Leith",55.972,-3.167,GB
l6519,"Free Church, Monifieth",56.481,-2.821,GB
l652,University of Cape Town,-33.958,18.461,ZA
l6520,Free Church Vienna,48.21,16.37,AT
l6521,"Free Church Training College, Edinburgh",55.95,-3.194,GB
l6522,"Free Church school, Longforgan",56.457,-3.122,GB
l6523,"Free Church School, Burntisland",56.063,-3.225,GB
l6524,Free Church presbytery Dundee,56.456,-2.991,GB
l6525,Free Church presbytery Dornoch,57.881,-4.035,GB
l6526,Free Church presbytery Brechin,56.731,-2.661,GB
l6527,"Free Church Normal School, Edinburgh",55.953,-3.205,GB
l6528,"Free Church Normal College, Edinburgh",55.949,-3.194,GB
l6529,Free Church Kirkmichael,56.723,-3.504,GB
l653,University of Berlin,52.453,13.29,DE
l6530,Free Church Innellan,55.797,-4.867,GB
l6531,Free Church Fochabers,57.613,-3.093,GB
l6532,"Free Church College, Halifax N.S.",55.95,-3.194,GB
l6533,"Free Church College, Edinburgh",55.95,-3.194,GB
l6534,"Free Church College, Aberdeen",57.133,-2.108,GB
l6535,Free Church College,55.95,-3.194,GB
l6536,Free Church and U.F. Dalbeattie Colliston,54.931,-3.826,GB
l6537,Free Church,55.944,-3.185,GB
l6538,"Fredericton, New Brunswick, Canada",45.964,-66.643,CA
l6539,Fredericton,45.964,-66.643,CA
l654,University of Aix,43.294,5.358,FR
l6540,Fraserburgh,57.693,-2.008,GB
l6541,Frankfurt,50.111,8.682,DE
l6542,Frankfort on the Oder,52.347,14.551,DE
l6543,Franco-Scottish Society,55.949,-3.192,GB
l6544,"Franciscan Nursing Home, Milford on Sea",50.726,-1.601,GB
l6545,France,46.228,2.214,FR
l6546,"Foxhall, Kirkliston",55.953,-3.394,GB
l6547,"Fowlis Wester, UK",56.398,-3.738,GB
l6548,Fowlis Wester,56.398,-3.738,GB
l6549,Fowlis Easter,56.489,-3.104,GB
l655,University of Adelaide,-34.921,138.606,AU
l6550,Fowlis,56.489,-3.103,GB
l6551,"Fowey, Cornwall",50.335,-4.637,GB
l6552,Foveran,58.955,-3.008,GB
l6553,"Fountain Mental Hospital, Tooting",51.421,-0.168,GB
l6554,Foulden,55.794,-2.112,GB
l6555,"Fotheringham, Inverarity",56.586,-2.881,GB
l6556,"Fossoway, UK",56.201,-3.565,GB
l6557,Fossoway,56.201,-3.565,GB
l6558,Foss,56.699,-3.975,GB
l6559,Fortrose Academy,57.58,-4.127,GB
l656,University of ‘Baotia in the Brazils’,-14.235,-51.925,BR
l6560,Fortrose,57.582,-4.131,GB
l6561,"Fortingall, UK",56.601,-4.052,GB
l6562,Fortingall,56.601,-4.052,GB
l6563,Fortingal,56.601,-4.052,GB
l6564,Forth Iron Works,55.776,-3.673,GB
l6565,Forth Beaufort,-32.766,26.62,ZA
l6566,Forteviot,56.341,-3.536,GB
l6567,"Forta Buena gold mines, South Africa",-26.437,27.432,ZA
l6568,"Fort William College, Kolkata",22.554,88.336,IN
l6569,Fort William,56.82,-5.105,GB
l657,University Library,55.923,-3.175,GB
l6570,Fort St George,52.212,0.128,GB
l6571,"Fort Marlborough, Sumatra",-3.787,102.252,ID
l6572,"Fort La Malgue, Toulon",43.111,5.944,FR
l6573,Fort George,57.584,-4.071,GB
l6574,Fort Beaufort,-32.766,26.62,ZA
l6575,Fort Augustus Mission,57.145,-4.681,GB
l6576,Fort Augustus,57.145,-4.681,GB
l6577,fort Augustus,57.145,-4.681,GB
l6578,Forresterhill,57.158,-2.141,GB
l6579,Forres presbytery,57.647,-3.317,GB
